collation_name;column_name;default_expr;formatted_type;generated_kind;identity_kind;not_null;object_name;object_type;ordinal_position;schema_name;type_name;type_schema
pg_catalog.default;benefit_name;;text;;;true;subscription_plan_benefits;BASE TABLE;5;public;text;pg_catalog
;monthly_limit;;integer;;;true;subscription_plan_benefits;BASE TABLE;6;public;int4;pg_catalog
;active;true;boolean;;;true;subscription_plan_benefits;BASE TABLE;7;public;bool;pg_catalog
;display_order;0;integer;;;true;subscription_plan_benefits;BASE TABLE;8;public;int4;pg_catalog
;created_at;now();timestamp with time zone;;;true;subscription_plan_benefits;BASE TABLE;9;public;timestamptz;pg_catalog
;updated_at;now();timestamp with time zone;;;true;subscription_plan_benefits;BASE TABLE;10;public;timestamptz;pg_catalog
;id;gen_random_uuid();uuid;;;true;subscription_plan_changes;BASE TABLE;1;public;uuid;pg_catalog
;tenant_id;;uuid;;;true;subscription_plan_changes;BASE TABLE;2;public;uuid;pg_catalog
;customer_id;;uuid;;;true;subscription_plan_changes;BASE TABLE;3;public;uuid;pg_catalog
;subscription_id;;uuid;;;true;subscription_plan_changes;BASE TABLE;4;public;uuid;pg_catalog
;old_plan_id;;uuid;;;false;subscription_plan_changes;BASE TABLE;5;public;uuid;pg_catalog
;new_plan_id;;uuid;;;false;subscription_plan_changes;BASE TABLE;6;public;uuid;pg_catalog
;old_price;0;numeric(10,2);;;true;subscription_plan_changes;BASE TABLE;7;public;numeric;pg_catalog
;new_price;0;numeric(10,2);;;true;subscription_plan_changes;BASE TABLE;8;public;numeric;pg_catalog
;days_remaining;0;integer;;;true;subscription_plan_changes;BASE TABLE;9;public;int4;pg_catalog
;days_in_cycle;30;integer;;;true;subscription_plan_changes;BASE TABLE;10;public;int4;pg_catalog
;proration_credit;0;numeric(10,2);;;true;subscription_plan_changes;BASE TABLE;11;public;numeric;pg_catalog
;proration_charge;0;numeric(10,2);;;true;subscription_plan_changes;BASE TABLE;12;public;numeric;pg_catalog
;net_amount;0;numeric(10,2);;;true;subscription_plan_changes;BASE TABLE;13;public;numeric;pg_catalog
pg_catalog.default;change_type;;text;;;true;subscription_plan_changes;BASE TABLE;14;public;text;pg_catalog
;effective_date;now();timestamp with time zone;;;true;subscription_plan_changes;BASE TABLE;15;public;timestamptz;pg_catalog
;invoice_id;;uuid;;;false;subscription_plan_changes;BASE TABLE;16;public;uuid;pg_catalog
;credit_transaction_id;;uuid;;;false;subscription_plan_changes;BASE TABLE;17;public;uuid;pg_catalog
;changed_by;;uuid;;;false;subscription_plan_changes;BASE TABLE;18;public;uuid;pg_catalog
pg_catalog.default;notes;;text;;;false;subscription_plan_changes;BASE TABLE;19;public;text;pg_catalog
;created_at;now();timestamp with time zone;;;true;subscription_plan_changes;BASE TABLE;20;public;timestamptz;pg_catalog
;id;gen_random_uuid();uuid;;;true;subscription_plan_services;BASE TABLE;1;public;uuid;pg_catalog
;tenant_id;;uuid;;;true;subscription_plan_services;BASE TABLE;2;public;uuid;pg_catalog
;plan_id;;uuid;;;true;subscription_plan_services;BASE TABLE;3;public;uuid;pg_catalog
;service_id;;uuid;;;true;subscription_plan_services;BASE TABLE;4;public;uuid;pg_catalog
;max_uses_per_period;;integer;;;false;subscription_plan_services;BASE TABLE;5;public;int4;pg_catalog
;created_at;now();timestamp with time zone;;;true;subscription_plan_services;BASE TABLE;6;public;timestamptz;pg_catalog
;id;gen_random_uuid();uuid;;;true;subscription_plans;BASE TABLE;1;public;uuid;pg_catalog
;tenant_id;;uuid;;;true;subscription_plans;BASE TABLE;2;public;uuid;pg_catalog
pg_catalog.default;name;;text;;;true;subscription_plans;BASE TABLE;3;public;text;pg_catalog
pg_catalog.default;description;;text;;;false;subscription_plans;BASE TABLE;4;public;text;pg_catalog
pg_catalog.default;plan_type;'custom'::text;text;;;true;subscription_plans;BASE TABLE;5;public;text;pg_catalog
;monthly_price;;numeric(10,2);;;true;subscription_plans;BASE TABLE;6;public;numeric;pg_catalog
pg_catalog.default;usage_type;'unlimited'::text;text;;;true;subscription_plans;BASE TABLE;7;public;text;pg_catalog
;max_uses_per_month;;integer;;;false;subscription_plans;BASE TABLE;8;public;int4;pg_catalog
;benefits;'{}'::jsonb;jsonb;;;true;subscription_plans;BASE TABLE;9;public;jsonb;pg_catalog
pg_catalog.default;payment_methods;ARRAY['in_person'::text];text[];;;true;subscription_plans;BASE TABLE;10;public;_text;pg_catalog
;active;true;boolean;;;true;subscription_plans;BASE TABLE;11;public;bool;pg_catalog
;display_order;0;integer;;;true;subscription_plans;BASE TABLE;12;public;int4;pg_catalog
;created_at;now();timestamp with time zone;;;true;subscription_plans;BASE TABLE;13;public;timestamptz;pg_catalog
;updated_at;now();timestamp with time zone;;;true;subscription_plans;BASE TABLE;14;public;timestamptz;pg_catalog
;participates_traditional_loyalty;false;boolean;;;true;subscription_plans;BASE TABLE;15;public;bool;pg_catalog
;participates_cashback;false;boolean;;;true;subscription_plans;BASE TABLE;16;public;bool;pg_catalog
;accumulates_premium_loyalty;true;boolean;;;true;subscription_plans;BASE TABLE;17;public;bool;pg_catalog
;allows_product_discount;false;boolean;;;true;subscription_plans;BASE TABLE;18;public;bool;pg_catalog
;agenda_priority;false;boolean;;;true;subscription_plans;BASE TABLE;19;public;bool;pg_catalog
;exclusive_hours;false;boolean;;;true;subscription_plans;BASE TABLE;20;public;bool;pg_catalog
;exclusive_days;false;boolean;;;true;subscription_plans;BASE TABLE;21;public;bool;pg_catalog
;preferential_service;false;boolean;;;true;subscription_plans;BASE TABLE;22;public;bool;pg_catalog
;included_benefits;'[]'::jsonb;jsonb;;;true;subscription_plans;BASE TABLE;23;public;jsonb;pg_catalog
pg_catalog.default;barber_commission_type;'fixed'::text;text;;;true;subscription_plans;BASE TABLE;24;public;text;pg_catalog
;barber_commission_value;0;numeric(10,2);;;true;subscription_plans;BASE TABLE;25;public;numeric;pg_catalog
;id;gen_random_uuid();uuid;;;true;subscription_referrals;BASE TABLE;1;public;uuid;pg_catalog
;tenant_id;;uuid;;;true;subscription_referrals;BASE TABLE;2;public;uuid;pg_catalog
;referrer_customer_id;;uuid;;;true;subscription_referrals;BASE TABLE;3;public;uuid;pg_catalog
;referrer_subscription_id;;uuid;;;false;subscription_referrals;BASE TABLE;4;public;uuid;pg_catalog
;referred_customer_id;;uuid;;;true;subscription_referrals;BASE TABLE;5;public;uuid;pg_catalog
;subscription_id;;uuid;;;false;subscription_referrals;BASE TABLE;6;public;uuid;pg_catalog
pg_catalog.default;referral_code;;text;;;true;subscription_referrals;BASE TABLE;7;public;text;pg_catalog
pg_catalog.default;status;'pending'::text;text;;;true;subscription_referrals;BASE TABLE;8;public;text;pg_catalog
pg_catalog.default;reward_type;'free_month'::text;text;;;true;subscription_referrals;BASE TABLE;9;public;text;pg_catalog
;reward_value;0;numeric(10,2);;;true;subscription_referrals;BASE TABLE;10;public;numeric;pg_catalog
pg_catalog.default;reward_description;;text;;;false;subscription_referrals;BASE TABLE;11;public;text;pg_catalog
;reward_granted;false;boolean;;;true;subscription_referrals;BASE TABLE;12;public;bool;pg_catalog
;notification_sent;false;boolean;;;true;subscription_referrals;BASE TABLE;13;public;bool;pg_catalog
;notification_sent_at;;timestamp with time zone;;;false;subscription_referrals;BASE TABLE;14;public;timestamptz;pg_catalog
;confirmed_at;;timestamp with time zone;;;false;subscription_referrals;BASE TABLE;15;public;timestamptz;pg_catalog
;cancelled_at;;timestamp with time zone;;;false;subscription_referrals;BASE TABLE;16;public;timestamptz;pg_catalog
pg_catalog.default;notes;;text;;;false;subscription_referrals;BASE TABLE;17;public;text;pg_catalog
;created_at;now();timestamp with time zone;;;true;subscription_referrals;BASE TABLE;18;public;timestamptz;pg_catalog
;updated_at;now();timestamp with time zone;;;true;subscription_referrals;BASE TABLE;19;public;timestamptz;pg_catalog
;id;gen_random_uuid();uuid;;;true;subscription_status_logs;BASE TABLE;1;public;uuid;pg_catalog
;tenant_id;;uuid;;;true;subscription_status_logs;BASE TABLE;2;public;uuid;pg_catalog
;subscription_id;;uuid;;;true;subscription_status_logs;BASE TABLE;3;public;uuid;pg_catalog
;customer_id;;uuid;;;false;subscription_status_logs;BASE TABLE;4;public;uuid;pg_catalog
pg_catalog.default;old_status;;text;;;false;subscription_status_logs;BASE TABLE;5;public;text;pg_catalog
pg_catalog.default;new_status;;text;;;true;subscription_status_logs;BASE TABLE;6;public;text;pg_catalog
pg_catalog.default;reason;;text;;;false;subscription_status_logs;BASE TABLE;7;public;text;pg_catalog
;pause_until;;timestamp with time zone;;;false;subscription_status_logs;BASE TABLE;8;public;timestamptz;pg_catalog
pg_catalog.default;notes;;text;;;false;subscription_status_logs;BASE TABLE;9;public;text;pg_catalog
;changed_by;;uuid;;;false;subscription_status_logs;BASE TABLE;10;public;uuid;pg_catalog
;changed_at;now();timestamp with time zone;;;true;subscription_status_logs;BASE TABLE;11;public;timestamptz;pg_catalog
;metadata;'{}'::jsonb;jsonb;;;true;subscription_status_logs;BASE TABLE;12;public;jsonb;pg_catalog
;id;gen_random_uuid();uuid;;;true;subscription_usage_logs;BASE TABLE;1;public;uuid;pg_catalog
;tenant_id;;uuid;;;true;subscription_usage_logs;BASE TABLE;2;public;uuid;pg_catalog
;subscription_id;;uuid;;;true;subscription_usage_logs;BASE TABLE;3;public;uuid;pg_catalog
;appointment_id;;uuid;;;false;subscription_usage_logs;BASE TABLE;4;public;uuid;pg_catalog
;used_at;now();timestamp with time zone;;;true;subscription_usage_logs;BASE TABLE;5;public;timestamptz;pg_catalog
;period_start;;timestamp with time zone;;;false;subscription_usage_logs;BASE TABLE;6;public;timestamptz;pg_catalog
;period_end;;timestamp with time zone;;;false;subscription_usage_logs;BASE TABLE;7;public;timestamptz;pg_catalog
;metadata;'{}'::jsonb;jsonb;;;true;subscription_usage_logs;BASE TABLE;8;public;jsonb;pg_catalog
;created_at;now();timestamp with time zone;;;true;subscription_usage_logs;BASE TABLE;9;public;timestamptz;pg_catalog
;customer_id;;uuid;;;false;subscription_usage_logs;BASE TABLE;10;public;uuid;pg_catalog
;subscription_plan_id;;uuid;;;false;subscription_usage_logs;BASE TABLE;11;public;uuid;pg_catalog
;service_id;;uuid;;;false;subscription_usage_logs;BASE TABLE;12;public;uuid;pg_catalog
pg_catalog.default;benefit_type;'service'::text;text;;;true;subscription_usage_logs;BASE TABLE;13;public;text;pg_catalog
;covered_amount;0;numeric(10,2);;;true;subscription_usage_logs;BASE TABLE;14;public;numeric;pg_catalog
;extra_amount;0;numeric(10,2);;;true;subscription_usage_logs;BASE TABLE;15;public;numeric;pg_catalog
pg_catalog.default;benefit_key;;text;;;false;subscription_usage_logs;BASE TABLE;16;public;text;pg_catalog
;consume_quantity;1;integer;;;true;subscription_usage_logs;BASE TABLE;17;public;int4;pg_catalog
pg_catalog.default;status;'consumed'::text;text;;;true;subscription_usage_logs;BASE TABLE;18;public;text;pg_catalog
;id;gen_random_uuid();uuid;;;true;subscriptions;BASE TABLE;1;public;uuid;pg_catalog
;user_id;;uuid;;;true;subscriptions;BASE TABLE;2;public;uuid;pg_catalog
pg_catalog.default;stripe_subscription_id;;text;;;true;subscriptions;BASE TABLE;3;public;text;pg_catalog
pg_catalog.default;stripe_customer_id;;text;;;true;subscriptions;BASE TABLE;4;public;text;pg_catalog
pg_catalog.default;product_id;;text;;;true;subscriptions;BASE TABLE;5;public;text;pg_catalog
pg_catalog.default;price_id;;text;;;true;subscriptions;BASE TABLE;6;public;text;pg_catalog
pg_catalog.default;status;'active'::text;text;;;true;subscriptions;BASE TABLE;7;public;text;pg_catalog
;current_period_start;;timestamp with time zone;;;false;subscriptions;BASE TABLE;8;public;timestamptz;pg_catalog
;current_period_end;;timestamp with time zone;;;false;subscriptions;BASE TABLE;9;public;timestamptz;pg_catalog
;cancel_at_period_end;false;boolean;;;false;subscriptions;BASE TABLE;10;public;bool;pg_catalog
pg_catalog.default;environment;'sandbox'::text;text;;;true;subscriptions;BASE TABLE;11;public;text;pg_catalog
;created_at;now();timestamp with time zone;;;false;subscriptions;BASE TABLE;12;public;timestamptz;pg_catalog
;updated_at;now();timestamp with time zone;;;false;subscriptions;BASE TABLE;13;public;timestamptz;pg_catalog
pg_catalog.default;billing_status;;text;;;false;subscriptions;BASE TABLE;14;public;text;pg_catalog
pg_catalog.default;billing_source;;text;;;false;subscriptions;BASE TABLE;15;public;text;pg_catalog
;is_internal_test_tenant;false;boolean;;;true;subscriptions;BASE TABLE;16;public;bool;pg_catalog
pg_catalog.default;stripe_subscription_status;;text;;;false;subscriptions;BASE TABLE;17;public;text;pg_catalog
;id;gen_random_uuid();uuid;;;true;support_messages;BASE TABLE;1;public;uuid;pg_catalog
;ticket_id;;uuid;;;false;support_messages;BASE TABLE;2;public;uuid;pg_catalog
;sender_id;;uuid;;;false;support_messages;BASE TABLE;3;public;uuid;pg_catalog
pg_catalog.default;message;;text;;;true;support_messages;BASE TABLE;4;public;text;pg_catalog
;is_admin_reply;false;boolean;;;false;support_messages;BASE TABLE;5;public;bool;pg_catalog
pg_catalog.default;attachment_url;;text;;;false;support_messages;BASE TABLE;6;public;text;pg_catalog
pg_catalog.default;attachment_urls;;text[];;;false;support_messages;BASE TABLE;7;public;_text;pg_catalog
;created_at;now();timestamp with time zone;;;false;support_messages;BASE TABLE;8;public;timestamptz;pg_catalog
;id;gen_random_uuid();uuid;;;true;support_tickets;BASE TABLE;1;public;uuid;pg_catalog
;barbershop_id;;uuid;;;false;support_tickets;BASE TABLE;2;public;uuid;pg_catalog
;user_id;;uuid;;;false;support_tickets;BASE TABLE;3;public;uuid;pg_catalog
pg_catalog.default;title;;text;;;true;support_tickets;BASE TABLE;4;public;text;pg_catalog
pg_catalog.default;description;;text;;;true;support_tickets;BASE TABLE;5;public;text;pg_catalog
pg_catalog.default;category;;text;;;false;support_tickets;BASE TABLE;6;public;text;pg_catalog
pg_catalog.default;priority;'medium'::text;text;;;false;support_tickets;BASE TABLE;7;public;text;pg_catalog
pg_catalog.default;status;'open'::text;text;;;false;support_tickets;BASE TABLE;8;public;text;pg_catalog
pg_catalog.default;attachment_url;;text;;;false;support_tickets;BASE TABLE;9;public;text;pg_catalog
pg_catalog.default;attachment_urls;;text[];;;false;support_tickets;BASE TABLE;10;public;_text;pg_catalog
;created_at;now();timestamp with time zone;;;false;support_tickets;BASE TABLE;11;public;timestamptz;pg_catalog
;updated_at;now();timestamp with time zone;;;false;support_tickets;BASE TABLE;12;public;timestamptz;pg_catalog
;id;gen_random_uuid();uuid;;;true;system_health_settings;BASE TABLE;1;public;uuid;pg_catalog
pg_catalog.default;slack_webhook_url;;text;;;false;system_health_settings;BASE TABLE;2;public;text;pg_catalog
pg_catalog.default;alert_emails;;text[];;;false;system_health_settings;BASE TABLE;3;public;_text;pg_catalog
;deduplication_minutes;60;integer;;;false;system_health_settings;BASE TABLE;4;public;int4;pg_catalog
;notify_on_critical_error;true;boolean;;;false;system_health_settings;BASE TABLE;5;public;bool;pg_catalog
;created_at;now();timestamp with time zone;;;false;system_health_settings;BASE TABLE;6;public;timestamptz;pg_catalog
;updated_at;now();timestamp with time zone;;;false;system_health_settings;BASE TABLE;7;public;timestamptz;pg_catalog
;id;gen_random_uuid();uuid;;;true;system_settings;BASE TABLE;1;public;uuid;pg_catalog
pg_catalog.default;saas_name;'Barber SaaS'::text;text;;;false;system_settings;BASE TABLE;2;public;text;pg_catalog
pg_catalog.default;saas_logo;;text;;;false;system_settings;BASE TABLE;3;public;text;pg_catalog
pg_catalog.default;main_url;;text;;;false;system_settings;BASE TABLE;4;public;text;pg_catalog
;maintenance_mode;false;boolean;;;false;system_settings;BASE TABLE;5;public;bool;pg_catalog
pg_catalog.default;stripe_secret_key;;text;;;false;system_settings;BASE TABLE;6;public;text;pg_catalog
pg_catalog.default;stripe_webhook_secret;;text;;;false;system_settings;BASE TABLE;7;public;text;pg_catalog
pg_catalog.default;admin_access_level;'restricted'::text;text;;;false;system_settings;BASE TABLE;8;public;text;pg_catalog
;two_factor_auth_enabled;false;boolean;;;false;system_settings;BASE TABLE;9;public;bool;pg_catalog
;audit_logs_enabled;true;boolean;;;false;system_settings;BASE TABLE;10;public;bool;pg_catalog
;integrations;'{}'::jsonb;jsonb;;;false;system_settings;BASE TABLE;11;public;jsonb;pg_catalog
;updated_at;now();timestamp with time zone;;;false;system_settings;BASE TABLE;12;public;timestamptz;pg_catalog
;payments_test_mode;true;boolean;;;false;system_settings;BASE TABLE;13;public;bool;pg_catalog
pg_catalog.default;public_email;;text;;;false;system_settings;BASE TABLE;14;public;text;pg_catalog
pg_catalog.default;contact_email;;text;;;false;system_settings;BASE TABLE;15;public;text;pg_catalog
pg_catalog.default;phone;;text;;;false;system_settings;BASE TABLE;16;public;text;pg_catalog
pg_catalog.default;whatsapp_number;;text;;;false;system_settings;BASE TABLE;17;public;text;pg_catalog
pg_catalog.default;address;;text;;;false;system_settings;BASE TABLE;18;public;text;pg_catalog
;social_links;'{}'::jsonb;jsonb;;;false;system_settings;BASE TABLE;19;public;jsonb;pg_catalog
;id;gen_random_uuid();uuid;;;true;team_audit_logs;BASE TABLE;1;public;uuid;pg_catalog
;tenant_id;;uuid;;;true;team_audit_logs;BASE TABLE;2;public;uuid;pg_catalog
;actor_id;;uuid;;;false;team_audit_logs;BASE TABLE;3;public;uuid;pg_catalog
pg_catalog.default;event_type;;text;;;true;team_audit_logs;BASE TABLE;4;public;text;pg_catalog
;target_user_id;;uuid;;;false;team_audit_logs;BASE TABLE;5;public;uuid;pg_catalog
;metadata;'{}'::jsonb;jsonb;;;false;team_audit_logs;BASE TABLE;6;public;jsonb;pg_catalog
;created_at;now();timestamp with time zone;;;false;team_audit_logs;BASE TABLE;7;public;timestamptz;pg_catalog
;id;gen_random_uuid();uuid;;;true;tenant_addons;BASE TABLE;1;public;uuid;pg_catalog
;tenant_id;;uuid;;;true;tenant_addons;BASE TABLE;2;public;uuid;pg_catalog
;addon_id;;uuid;;;true;tenant_addons;BASE TABLE;3;public;uuid;pg_catalog
pg_catalog.default;status;'pending'::text;text;;;true;tenant_addons;BASE TABLE;4;public;text;pg_catalog
;quantity;1;integer;;;true;tenant_addons;BASE TABLE;5;public;int4;pg_catalog
;unit_price;0;numeric(10,2);;;true;tenant_addons;BASE TABLE;6;public;numeric;pg_catalog
pg_catalog.default;currency;'BRL'::text;text;;;true;tenant_addons;BASE TABLE;7;public;text;pg_catalog
pg_catalog.default;environment;'sandbox'::text;text;;;true;tenant_addons;BASE TABLE;8;public;text;pg_catalog
pg_catalog.default;stripe_subscription_id;;text;;;false;tenant_addons;BASE TABLE;9;public;text;pg_catalog
pg_catalog.default;stripe_subscription_item_id;;text;;;false;tenant_addons;BASE TABLE;10;public;text;pg_catalog
;starts_at;now();timestamp with time zone;;;true;tenant_addons;BASE TABLE;11;public;timestamptz;pg_catalog
;current_period_start;;timestamp with time zone;;;false;tenant_addons;BASE TABLE;12;public;timestamptz;pg_catalog
;current_period_end;;timestamp with time zone;;;false;tenant_addons;BASE TABLE;13;public;timestamptz;pg_catalog
;trial_end;;timestamp with time zone;;;false;tenant_addons;BASE TABLE;14;public;timestamptz;pg_catalog
;cancel_at_period_end;false;boolean;;;true;tenant_addons;BASE TABLE;15;public;bool;pg_catalog
;cancelled_at;;timestamp with time zone;;;false;tenant_addons;BASE TABLE;16;public;timestamptz;pg_catalog
;metadata;'{}'::jsonb;jsonb;;;true;tenant_addons;BASE TABLE;17;public;jsonb;pg_catalog
;created_at;now();timestamp with time zone;;;true;tenant_addons;BASE TABLE;18;public;timestamptz;pg_catalog
;updated_at;now();timestamp with time zone;;;true;tenant_addons;BASE TABLE;19;public;timestamptz;pg_catalog
;trial_ends_at;;timestamp with time zone;;;false;tenant_addons;BASE TABLE;20;public;timestamptz;pg_catalog
;trial_used;false;boolean;;;true;tenant_addons;BASE TABLE;21;public;bool;pg_catalog
;payment_failed_count;0;integer;;;true;tenant_addons;BASE TABLE;22;public;int4;pg_catalog
pg_catalog.default;last_payment_error;;text;;;false;tenant_addons;BASE TABLE;23;public;text;pg_catalog
;last_payment_failed_at;;timestamp with time zone;;;false;tenant_addons;BASE TABLE;24;public;timestamptz;pg_catalog
;billing_cycle;'monthly'::addon_billing_cycle;addon_billing_cycle;;;true;tenant_addons;BASE TABLE;25;public;addon_billing_cycle;public
;access_source;'addon'::addon_access_source;addon_access_source;;;true;tenant_addons;BASE TABLE;26;public;addon_access_source;public
;id;gen_random_uuid();uuid;;;true;tenant_integrations;BASE TABLE;1;public;uuid;pg_catalog
;tenant_id;;uuid;;;true;tenant_integrations;BASE TABLE;2;public;uuid;pg_catalog
pg_catalog.default;provider;;text;;;true;tenant_integrations;BASE TABLE;3;public;text;pg_catalog
;credentials;'{}'::jsonb;jsonb;;;true;tenant_integrations;BASE TABLE;4;public;jsonb;pg_catalog
;active;false;boolean;;;true;tenant_integrations;BASE TABLE;5;public;bool;pg_catalog
;created_at;now();timestamp with time zone;;;true;tenant_integrations;BASE TABLE;6;public;timestamptz;pg_catalog
;updated_at;now();timestamp with time zone;;;true;tenant_integrations;BASE TABLE;7;public;timestamptz;pg_catalog
;id;gen_random_uuid();uuid;;;true;tenant_memberships;BASE TABLE;1;public;uuid;pg_catalog
;tenant_id;;uuid;;;true;tenant_memberships;BASE TABLE;2;public;uuid;pg_catalog
;user_id;;uuid;;;true;tenant_memberships;BASE TABLE;3;public;uuid;pg_catalog
;role;'barber'::app_role;app_role;;;true;tenant_memberships;BASE TABLE;4;public;app_role;public
pg_catalog.default;status;'active'::text;text;;;true;tenant_memberships;BASE TABLE;5;public;text;pg_catalog
;created_at;now();timestamp with time zone;;;true;tenant_memberships;BASE TABLE;6;public;timestamptz;pg_catalog
;updated_at;now();timestamp with time zone;;;true;tenant_memberships;BASE TABLE;7;public;timestamptz;pg_catalog
;id;gen_random_uuid();uuid;;;true;tenant_webhooks;BASE TABLE;1;public;uuid;pg_catalog
;tenant_id;;uuid;;;true;tenant_webhooks;BASE TABLE;2;public;uuid;pg_catalog
pg_catalog.default;name;;text;;;true;tenant_webhooks;BASE TABLE;3;public;text;pg_catalog
pg_catalog.default;url;;text;;;true;tenant_webhooks;BASE TABLE;4;public;text;pg_catalog
pg_catalog.default;event;'all'::text;text;;;true;tenant_webhooks;BASE TABLE;5;public;text;pg_catalog
pg_catalog.default;secret;;text;;;false;tenant_webhooks;BASE TABLE;6;public;text;pg_catalog
;active;true;boolean;;;true;tenant_webhooks;BASE TABLE;7;public;bool;pg_catalog
;created_at;now();timestamp with time zone;;;true;tenant_webhooks;BASE TABLE;8;public;timestamptz;pg_catalog
;updated_at;now();timestamp with time zone;;;true;tenant_webhooks;BASE TABLE;9;public;timestamptz;pg_catalog
;id;gen_random_uuid();uuid;;;true;ticket_messages;BASE TABLE;1;public;uuid;pg_catalog
;ticket_id;;uuid;;;true;ticket_messages;BASE TABLE;2;public;uuid;pg_catalog
;sender_id;;uuid;;;true;ticket_messages;BASE TABLE;3;public;uuid;pg_catalog
pg_catalog.default;sender_type;;text;;;true;ticket_messages;BASE TABLE;4;public;text;pg_catalog
pg_catalog.default;message;;text;;;true;ticket_messages;BASE TABLE;5;public;text;pg_catalog
;created_at;now();timestamp with time zone;;;true;ticket_messages;BASE TABLE;6;public;timestamptz;pg_catalog
;id;gen_random_uuid();uuid;;;true;transactions;BASE TABLE;1;public;uuid;pg_catalog
;user_id;;uuid;;;true;transactions;BASE TABLE;2;public;uuid;pg_catalog
;appointment_id;;uuid;;;false;transactions;BASE TABLE;3;public;uuid;pg_catalog
pg_catalog.default;type;;text;;;true;transactions;BASE TABLE;4;public;text;pg_catalog
pg_catalog.default;category;;text;;;false;transactions;BASE TABLE;5;public;text;pg_catalog
;amount;;numeric(10,2);;;true;transactions;BASE TABLE;6;public;numeric;pg_catalog
pg_catalog.default;description;;text;;;false;transactions;BASE TABLE;7;public;text;pg_catalog
;date;CURRENT_DATE;date;;;false;transactions;BASE TABLE;8;public;date;pg_catalog
;created_at;timezone('utc'::text, now());timestamp with time zone;;;true;transactions;BASE TABLE;9;public;timestamptz;pg_catalog
;barber_id;;uuid;;;false;transactions;BASE TABLE;10;public;uuid;pg_catalog
;time;;time without time zone;;;false;transactions;BASE TABLE;11;public;time;pg_catalog
;tenant_id;;uuid;;;false;transactions;BASE TABLE;12;public;uuid;pg_catalog
pg_catalog.default;payment_method;;text;;;false;transactions;BASE TABLE;13;public;text;pg_catalog
;pix_amount;0;numeric;;;false;transactions;BASE TABLE;14;public;numeric;pg_catalog
;cash_amount;0;numeric;;;false;transactions;BASE TABLE;15;public;numeric;pg_catalog
;credit_card_amount;0;numeric;;;false;transactions;BASE TABLE;16;public;numeric;pg_catalog
;debit_card_amount;0;numeric;;;false;transactions;BASE TABLE;17;public;numeric;pg_catalog
;credits_amount;0;numeric;;;false;transactions;BASE TABLE;18;public;numeric;pg_catalog
;cashback_amount;0;numeric;;;false;transactions;BASE TABLE;19;public;numeric;pg_catalog
;manual_adjustment;false;boolean;;;false;transactions;BASE TABLE;20;public;bool;pg_catalog
;adjusted_by;;uuid;;;false;transactions;BASE TABLE;21;public;uuid;pg_catalog
;adjusted_at;;timestamp with time zone;;;false;transactions;BASE TABLE;22;public;timestamptz;pg_catalog
pg_catalog.default;adjustment_reason;;text;;;false;transactions;BASE TABLE;23;public;text;pg_catalog
;payment_breakdown;;jsonb;;;false;transactions;BASE TABLE;24;public;jsonb;pg_catalog
;customer_id;;uuid;;;false;transactions;BASE TABLE;25;public;uuid;pg_catalog
;updated_at;now();timestamp with time zone;;;false;transactions;BASE TABLE;26;public;timestamptz;pg_catalog
;id;gen_random_uuid();uuid;;;true;tutorial_categories;BASE TABLE;1;public;uuid;pg_catalog
pg_catalog.default;name;;text;;;true;tutorial_categories;BASE TABLE;2;public;text;pg_catalog
pg_catalog.default;icon;;text;;;false;tutorial_categories;BASE TABLE;3;public;text;pg_catalog
;order;0;integer;;;false;tutorial_categories;BASE TABLE;4;public;int4;pg_catalog
;created_at;now();timestamp with time zone;;;false;tutorial_categories;BASE TABLE;5;public;timestamptz;pg_catalog
;id;gen_random_uuid();uuid;;;true;tutorials;BASE TABLE;1;public;uuid;pg_catalog
pg_catalog.default;title;;text;;;true;tutorials;BASE TABLE;2;public;text;pg_catalog
pg_catalog.default;description;;text;;;false;tutorials;BASE TABLE;3;public;text;pg_catalog
;category_id;;uuid;;;false;tutorials;BASE TABLE;4;public;uuid;pg_catalog
pg_catalog.default;type;;text;;;true;tutorials;BASE TABLE;5;public;text;pg_catalog
pg_catalog.default;content_url;;text;;;false;tutorials;BASE TABLE;6;public;text;pg_catalog
pg_catalog.default;thumbnail_url;;text;;;false;tutorials;BASE TABLE;7;public;text;pg_catalog
;is_featured;false;boolean;;;false;tutorials;BASE TABLE;8;public;bool;pg_catalog
;order;0;integer;;;false;tutorials;BASE TABLE;9;public;int4;pg_catalog
;created_at;now();timestamp with time zone;;;false;tutorials;BASE TABLE;10;public;timestamptz;pg_catalog
;updated_at;now();timestamp with time zone;;;false;tutorials;BASE TABLE;11;public;timestamptz;pg_catalog
pg_catalog.default;long_description;;text;;;false;tutorials;BASE TABLE;12;public;text;pg_catalog
pg_catalog.default;level;'basico'::text;text;;;false;tutorials;BASE TABLE;13;public;text;pg_catalog
pg_catalog.default;estimated_time;'3 min'::text;text;;;false;tutorials;BASE TABLE;14;public;text;pg_catalog
pg_catalog.default;icon;;text;;;false;tutorials;BASE TABLE;15;public;text;pg_catalog
pg_catalog.default;slug;;text;;;false;tutorials;BASE TABLE;16;public;text;pg_catalog
pg_catalog.default;profile_target;;text[];;;false;tutorials;BASE TABLE;17;public;_text;pg_catalog
pg_catalog.default;module_key;;text;;;false;tutorials;BASE TABLE;18;public;text;pg_catalog
